Date_Time,altimeter_set_1,air_temp_set_1,relative_humidity_set_1,sea_level_pressure_set_1,sea_level_pressure_set_1d
01/25/2022 12:05 AKST,101828.66,-6,67.65,,101947.92
01/25/2022 12:10 AKST,101862.52,-6,67.65,,101981.81
01/25/2022 12:15 AKST,101862.52,-6,62.44,,101981.82
01/25/2022 12:20 AKST,101862.52,-6,62.44,,101981.82
01/25/2022 12:25 AKST,101862.52,-6,62.44,,101981.82
01/25/2022 12:30 AKST,101896.38,-6,62.44,,102015.72
01/25/2022 12:35 AKST,101896.38,-6,62.44,,102015.72
01/25/2022 12:40 AKST,101896.38,-6,62.44,,102015.72
01/25/2022 12:45 AKST,101896.38,-6,62.44,,102015.72
01/25/2022 12:50 AKST,101930.25,-6,62.44,,102049.63
01/25/2022 12:53 AKST,101930.25,-5.6,62.44,102030,102047.06
01/25/2022 12:55 AKST,101930.25,-6,62.44,,102049.63
01/25/2022 13:00 AKST,101930.25,-6,62.44,,102049.63
01/25/2022 13:05 AKST,101964.11,-6,62.44,,102083.53
01/25/2022 13:10 AKST,101964.11,-6,62.44,,102083.53
01/25/2022 13:15 AKST,101964.11,-6,62.44,,102083.53
01/25/2022 13:20 AKST,101997.98,-6,62.44,,102117.43
01/25/2022 13:25 AKST,101997.98,-6,62.44,,102117.43
01/25/2022 13:30 AKST,101997.98,-6,62.44,,102117.43
01/25/2022 13:35 AKST,101997.98,-6,62.44,,102117.43
01/25/2022 13:38 AKST,101997.98,-5.6,62.04,,102114.86
01/25/2022 13:40 AKST,101997.98,-6,62.44,,102117.43
01/25/2022 13:45 AKST,102031.84,-6,62.44,,102151.34
01/25/2022 13:50 AKST,102031.84,-6,62.44,,102151.34
01/25/2022 13:53 AKST,102031.84,-5.6,62.44,102120,102148.77
01/25/2022 13:55 AKST,102031.84,-6,62.44,,102151.34
01/25/2022 14:00 AKST,102031.84,-6,62.44,,102151.34
01/25/2022 14:05 AKST,102031.84,-6,62.44,,102151.34
01/25/2022 14:10 AKST,102065.7,-6,62.44,,102185.24
01/25/2022 14:15 AKST,102065.7,-6,62.44,,102185.24
01/25/2022 14:20 AKST,102065.7,-6,62.44,,102185.24
01/25/2022 14:25 AKST,102065.7,-6,62.44,,102185.24
01/25/2022 14:30 AKST,102065.7,-6,62.44,,102185.24
01/25/2022 14:35 AKST,102099.57,-6,62.44,,102219.14
01/25/2022 14:40 AKST,102099.57,-6,62.44,,102219.14
01/25/2022 14:45 AKST,102099.57,-6,62.44,,102219.14
01/25/2022 14:50 AKST,102133.43,-6,62.44,,102253.05
01/25/2022 14:53 AKST,102133.43,-6.1,62.44,102220,102253.69
01/25/2022 14:55 AKST,102133.43,-6,62.44,,102253.05
01/25/2022 15:00 AKST,102133.43,-6,62.44,,102253.05
01/25/2022 15:05 AKST,102133.43,-6,62.44,,102253.05
01/25/2022 15:10 AKST,102133.43,-6,62.44,,102253.05
01/25/2022 15:15 AKST,102133.43,-6,62.44,,102253.05
01/25/2022 15:20 AKST,102133.43,-6,62.44,,102253.05
01/25/2022 15:25 AKST,102133.43,-6,62.44,,102253.05
01/25/2022 15:30 AKST,102167.3,-6,62.44,,102286.95
01/25/2022 15:35 AKST,102167.3,-6,57.58,,102286.96
01/25/2022 15:40 AKST,102167.3,-7,62.18,,102293.42
01/25/2022 15:45 AKST,102167.3,-7,62.18,,102293.42
01/25/2022 15:50 AKST,102167.3,-7,62.18,,102293.42
01/25/2022 15:53 AKST,102167.3,-7.2,62.18,102270,102294.72
01/25/2022 15:55 AKST,102201.16,-7,62.18,,102327.32
01/25/2022 16:00 AKST,102201.16,-7,62.18,,102327.32
01/25/2022 16:05 AKST,102201.16,-7,62.18,,102327.32
01/25/2022 16:10 AKST,102201.16,-7,62.18,,102327.32
01/25/2022 16:15 AKST,102201.16,-7,57.3,,102327.32
01/25/2022 16:20 AKST,102201.16,-7,57.3,,102327.32
01/25/2022 16:25 AKST,102235.02,-7,57.3,,102361.23
01/25/2022 16:30 AKST,102235.02,-7,57.3,,102361.23
01/25/2022 16:35 AKST,102235.02,-8,61.92,,102367.75
01/25/2022 16:40 AKST,102235.02,-7,57.3,,102361.23
01/25/2022 16:45 AKST,102235.02,-8,61.92,,102367.75
01/25/2022 16:50 AKST,102235.02,-8,61.92,,102367.75
01/25/2022 16:53 AKST,102235.02,-8.3,61.92,102350,102369.71
01/25/2022 16:55 AKST,102235.02,-8,61.92,,102367.75
01/25/2022 17:00 AKST,102268.89,-8,61.92,,102401.66
01/25/2022 17:05 AKST,102268.89,-8,61.92,,102401.66
01/25/2022 17:10 AKST,102268.89,-8,61.92,,102401.66
01/25/2022 17:15 AKST,102268.89,-8,61.92,,102401.66
01/25/2022 17:20 AKST,102268.89,-9,66.95,,102408.23
01/25/2022 17:25 AKST,102268.89,-9,66.95,,102408.23
01/25/2022 17:30 AKST,102268.89,-9,66.95,,102408.23
01/25/2022 17:35 AKST,102268.89,-9,66.95,,102408.23
01/25/2022 17:40 AKST,102268.89,-8,61.92,,102401.66
01/25/2022 17:45 AKST,102268.89,-9,66.95,,102408.23
01/25/2022 17:50 AKST,102268.89,-9,66.95,,102408.23
01/25/2022 17:53 AKST,102268.89,-8.9,66.95,102380,102407.57
01/25/2022 17:55 AKST,102268.89,-9,66.95,,102408.23
01/25/2022 18:00 AKST,102302.75,-9,66.95,,102442.13
01/25/2022 18:05 AKST,102302.75,-9,66.95,,102442.13
01/25/2022 18:10 AKST,102302.75,-9,66.95,,102442.13
01/25/2022 18:15 AKST,102302.75,-9,66.95,,102442.13
01/25/2022 18:20 AKST,102302.75,-9,66.95,,102442.13
01/25/2022 18:25 AKST,102302.75,-9,66.95,,102442.13
01/25/2022 18:30 AKST,102336.62,-9,66.95,,102476.05
01/25/2022 18:35 AKST,102336.62,-9,66.95,,102476.05
01/25/2022 18:40 AKST,102336.62,-10,66.71,,102482.67
01/25/2022 18:45 AKST,102336.62,-9,66.95,,102476.05
01/25/2022 18:50 AKST,102336.62,-9,66.95,,102476.05
01/25/2022 18:53 AKST,102370.48,-9.4,66.95,102470,102512.61
01/25/2022 18:55 AKST,102370.48,-9,66.95,,102509.96
01/25/2022 19:00 AKST,102370.48,-10,72.44,,102516.59
01/25/2022 19:05 AKST,102370.48,-9,66.95,,102509.96
01/25/2022 19:10 AKST,102370.48,-10,72.44,,102516.59
01/25/2022 19:15 AKST,102370.48,-10,66.71,,102516.59
01/25/2022 19:20 AKST,102370.48,-10,72.44,,102516.59
01/25/2022 19:25 AKST,102370.48,-10,66.71,,102516.59
01/25/2022 19:30 AKST,102404.34,-10,66.71,,102550.5
01/25/2022 19:35 AKST,102404.34,-11,72.24,,102557.19
01/25/2022 19:40 AKST,102404.34,-11,72.24,,102557.19
01/25/2022 19:45 AKST,102438.21,-11,72.24,,102591.09
01/25/2022 19:50 AKST,102438.21,-11,72.24,,102591.09
01/25/2022 19:53 AKST,102438.21,-11.1,72.24,102550,102591.76
01/25/2022 19:55 AKST,102438.21,-11,72.24,,102591.09
01/25/2022 20:00 AKST,102438.21,-11,72.24,,102591.09
01/25/2022 20:05 AKST,102472.07,-13,78.1,,102638.54
01/25/2022 20:10 AKST,102472.07,-13,71.81,,102638.54
01/25/2022 20:15 AKST,102472.07,-13,71.81,,102638.54
01/25/2022 20:20 AKST,102472.07,-13,71.81,,102638.54
01/25/2022 20:25 AKST,102472.07,-14,77.92,,102645.38
01/25/2022 20:30 AKST,102472.07,-16,84.49,,102659.23
01/25/2022 20:35 AKST,102505.93,-16,84.49,,102693.15
01/25/2022 20:40 AKST,102505.93,-16,77.57,,102693.16
01/25/2022 20:45 AKST,102505.93,-16,84.49,,102693.15
01/25/2022 20:50 AKST,102505.93,-16,84.49,,102693.15
01/25/2022 20:53 AKST,102505.93,-16.1,84.49,102630,102693.85
01/25/2022 20:55 AKST,102505.93,-16,77.57,,102693.16
01/25/2022 21:00 AKST,102505.93,-16,77.57,,102693.16
01/25/2022 21:05 AKST,102505.93,-17,84.36,,102700.16
01/25/2022 21:10 AKST,102505.93,-17,70.94,,102700.16
01/25/2022 21:15 AKST,102505.93,-17,70.94,,102700.16
01/25/2022 21:20 AKST,102505.93,-17,70.94,,102700.16
01/25/2022 21:25 AKST,102505.93,-18,77.21,,102707.23
01/25/2022 21:30 AKST,102505.93,-17,77.39,,102700.16
01/25/2022 21:35 AKST,102539.8,-17,77.39,,102734.08
01/25/2022 21:40 AKST,102505.93,-18,77.21,,102707.23
01/25/2022 21:45 AKST,102505.93,-18,77.21,,102707.23
01/25/2022 21:50 AKST,102505.93,-18,70.72,,102707.23
01/25/2022 21:53 AKST,102505.93,-18.3,70.72,102630,102709.36
01/25/2022 21:55 AKST,102505.93,-18,70.72,,102707.23
01/25/2022 22:00 AKST,102539.8,-18,70.72,,102741.15
01/25/2022 22:05 AKST,102539.8,-16,65.23,,102727.08
01/25/2022 22:10 AKST,102539.8,-17,84.36,,102734.08
01/25/2022 22:15 AKST,102539.8,-17,84.36,,102734.08
01/25/2022 22:20 AKST,102539.8,-17,77.39,,102734.08
01/25/2022 22:25 AKST,102539.8,-17,77.39,,102734.08
01/25/2022 22:30 AKST,102573.66,-18,77.21,,102775.08
01/25/2022 22:35 AKST,102539.8,-18,77.21,,102741.15
01/25/2022 22:40 AKST,102573.66,-18,77.21,,102775.08
01/25/2022 22:45 AKST,102573.66,-18,77.21,,102775.08
01/25/2022 22:50 AKST,102573.66,-18,77.21,,102775.08
01/25/2022 22:53 AKST,102573.66,-17.8,77.21,102720,102773.66
01/25/2022 22:55 AKST,102573.66,-18,77.21,,102775.08
01/25/2022 23:00 AKST,102607.53,-18,77.21,,102809.02
01/25/2022 23:05 AKST,102607.53,-18,77.21,,102809.02
01/25/2022 23:10 AKST,102607.53,-18,77.21,,102809.02
01/25/2022 23:15 AKST,102607.53,-18,70.72,,102809.02
01/25/2022 23:20 AKST,102607.53,-19,77.02,,102816.14
01/25/2022 23:25 AKST,102641.39,-18,77.21,,102842.95
01/25/2022 23:30 AKST,102641.39,-17,70.94,,102835.88
01/25/2022 23:35 AKST,102641.39,-17,77.39,,102835.88
01/25/2022 23:40 AKST,102641.39,-15,77.75,,102821.9
01/25/2022 23:45 AKST,102641.39,-17,84.36,,102835.88
01/25/2022 23:50 AKST,102641.39,-17,84.36,,102835.88
01/25/2022 23:53 AKST,102641.39,-17.2,84.36,102790,102837.29
01/25/2022 23:55 AKST,102641.39,-17,77.39,,102835.88
01/26/2022 00:00 AKST,102641.39,-17,70.94,,102835.88
01/26/2022 00:05 AKST,102641.39,-17,70.94,,102835.88
01/26/2022 00:10 AKST,102641.39,-18,77.21,,102842.95
01/26/2022 00:15 AKST,102641.39,-18,70.72,,102842.95
01/26/2022 00:20 AKST,102641.39,-19,77.02,,102850.08
01/26/2022 00:25 AKST,102675.25,-18,70.72,,102876.87
01/26/2022 00:30 AKST,102675.25,-18,70.72,,102876.87
01/26/2022 00:35 AKST,102675.25,-18,70.72,,102876.87
01/26/2022 00:40 AKST,102675.25,-19,77.02,,102884
01/26/2022 00:45 AKST,102675.25,-19,70.49,,102884
01/26/2022 00:50 AKST,102675.25,-20,76.84,,102891.19
01/26/2022 00:53 AKST,102675.25,-19.4,70.49,102810,102886.87
01/26/2022 00:55 AKST,102675.25,-20,76.84,,102891.19
01/26/2022 01:00 AKST,102675.25,-19,70.49,,102884
01/26/2022 01:05 AKST,102675.25,-19,70.49,,102884
01/26/2022 01:10 AKST,102675.25,-19,70.49,,102884
01/26/2022 01:15 AKST,102675.25,-20,76.84,,102891.19
01/26/2022 01:20 AKST,102675.25,-20,76.84,,102891.19
01/26/2022 01:25 AKST,102675.25,-21,76.65,,102898.43
01/26/2022 01:30 AKST,102675.25,-21,76.65,,102898.43
01/26/2022 01:35 AKST,102709.12,-21,76.65,,102932.37
01/26/2022 01:40 AKST,102709.12,-20,70.26,,102925.13
01/26/2022 01:45 AKST,102675.25,-19,70.49,,102884
01/26/2022 01:50 AKST,102709.12,-19,70.49,,102917.94
01/26/2022 01:53 AKST,102675.25,-19.4,70.49,102810,102886.87
01/26/2022 01:55 AKST,102675.25,-19,70.49,,102884
01/26/2022 02:00 AKST,102675.25,-20,76.84,,102891.19
01/26/2022 02:05 AKST,102675.25,-19,70.49,,102884
01/26/2022 02:10 AKST,102709.12,-20,76.84,,102925.13
01/26/2022 02:15 AKST,102709.12,-19,70.49,,102917.94
01/26/2022 02:20 AKST,102709.12,-19,77.02,,102917.94
01/26/2022 02:25 AKST,102675.25,-19,77.02,,102884
01/26/2022 02:30 AKST,102675.25,-19,70.49,,102884
01/26/2022 02:35 AKST,102675.25,-19,77.02,,102884
01/26/2022 02:40 AKST,102675.25,-18,70.72,,102876.87
01/26/2022 02:45 AKST,102675.25,-18,70.72,,102876.87
01/26/2022 02:50 AKST,102675.25,-18,70.72,,102876.87
01/26/2022 02:53 AKST,102709.12,-17.8,77.21,102830,102909.39
01/26/2022 02:55 AKST,102709.12,-18,77.21,,102910.81
01/26/2022 03:00 AKST,102709.12,-18,77.21,,102910.81
01/26/2022 03:05 AKST,102742.98,-18,77.21,,102944.74
01/26/2022 03:10 AKST,102742.98,-17,70.94,,102937.66
01/26/2022 03:15 AKST,102742.98,-17,70.94,,102937.66
01/26/2022 03:20 AKST,102742.98,-17,70.94,,102937.66
01/26/2022 03:25 AKST,102742.98,-18,77.21,,102944.74
01/26/2022 03:30 AKST,102742.98,-18,77.21,,102944.74
01/26/2022 03:35 AKST,102742.98,-18,70.72,,102944.74
01/26/2022 03:40 AKST,102742.98,-18,70.72,,102944.74
01/26/2022 03:45 AKST,102742.98,-18,70.72,,102944.74
01/26/2022 03:50 AKST,102742.98,-18,70.72,,102944.74
01/26/2022 03:53 AKST,102742.98,-18.9,77.02,102870,102951.16
01/26/2022 03:55 AKST,102742.98,-19,77.02,,102951.87
01/26/2022 04:00 AKST,102742.98,-19,77.02,,102951.87
01/26/2022 04:05 AKST,102742.98,-19,77.02,,102951.87
01/26/2022 04:10 AKST,102742.98,-19,70.49,,102951.87
01/26/2022 04:15 AKST,102742.98,-19,70.49,,102951.87
01/26/2022 04:20 AKST,102742.98,-19,70.49,,102951.87
01/26/2022 04:25 AKST,102709.12,-21,83.82,,102932.37
01/26/2022 04:30 AKST,102742.98,-19,70.49,,102951.87
01/26/2022 04:35 AKST,102742.98,-20,76.84,,102959.07
01/26/2022 04:40 AKST,102709.12,-19,70.49,,102917.94
01/26/2022 04:45 AKST,102742.98,-21,76.65,,102966.31
01/26/2022 04:50 AKST,102742.98,-21,76.65,,102966.31
01/26/2022 04:53 AKST,102742.98,-20,76.84,102870,102959.07
01/26/2022 04:55 AKST,102742.98,-19,70.49,,102951.87
01/26/2022 05:00 AKST,102742.98,-21,83.82,,102966.31
01/26/2022 05:05 AKST,102742.98,-20,76.84,,102959.07
01/26/2022 05:10 AKST,102742.98,-19,70.49,,102951.87
01/26/2022 05:15 AKST,102742.98,-19,70.49,,102951.87
01/26/2022 05:20 AKST,102742.98,-19,70.49,,102951.87
01/26/2022 05:25 AKST,102742.98,-19,70.49,,102951.87
01/26/2022 05:30 AKST,102742.98,-19,70.49,,102951.87
01/26/2022 05:35 AKST,102742.98,-19,70.49,,102951.87
01/26/2022 05:40 AKST,102742.98,-19,70.49,,102951.87
01/26/2022 05:45 AKST,102742.98,-18,70.72,,102944.74
01/26/2022 05:50 AKST,102742.98,-18,70.72,,102944.74
01/26/2022 05:53 AKST,102742.98,-18.3,70.72,102870,102946.87
01/26/2022 05:55 AKST,102742.98,-18,70.72,,102944.74
01/26/2022 06:00 AKST,102742.98,-18,70.72,,102944.74
01/26/2022 06:05 AKST,102709.12,-18,70.72,,102910.81
01/26/2022 06:10 AKST,102742.98,-18,77.21,,102944.74
01/26/2022 06:15 AKST,102742.98,-18,70.72,,102944.74
01/26/2022 06:20 AKST,102742.98,-19,77.02,,102951.87
01/26/2022 06:25 AKST,102742.98,-19,77.02,,102951.87
01/26/2022 06:30 AKST,102742.98,-19,77.02,,102951.87
01/26/2022 06:35 AKST,102742.98,-19,77.02,,102951.87
01/26/2022 06:40 AKST,102742.98,-19,77.02,,102951.87
01/26/2022 06:45 AKST,102742.98,-19,70.49,,102951.87
01/26/2022 06:50 AKST,102776.84,-19,70.49,,102985.8
01/26/2022 06:53 AKST,102776.84,-18.9,70.49,102910,102985.08
01/26/2022 06:55 AKST,102776.84,-18,70.72,,102978.66
01/26/2022 07:00 AKST,102776.84,-19,77.02,,102985.8
01/26/2022 07:05 AKST,102776.84,-19,77.02,,102985.8
01/26/2022 07:10 AKST,102776.84,-19,77.02,,102985.8
01/26/2022 07:15 AKST,102776.84,-19,77.02,,102985.8
01/26/2022 07:20 AKST,102776.84,-19,70.49,,102985.8
01/26/2022 07:25 AKST,102776.84,-19,70.49,,102985.8
01/26/2022 07:30 AKST,102776.84,-19,64.46,,102985.8
01/26/2022 07:35 AKST,102776.84,-19,70.49,,102985.8
01/26/2022 07:40 AKST,102742.98,-19,70.49,,102951.87
01/26/2022 07:45 AKST,102742.98,-20,76.84,,102959.07
01/26/2022 07:50 AKST,102742.98,-19,70.49,,102951.87
01/26/2022 07:53 AKST,102742.98,-18.9,77.02,102900,102951.16
01/26/2022 07:55 AKST,102742.98,-18,70.72,,102944.74
01/26/2022 08:00 AKST,102776.84,-19,77.02,,102985.8
01/26/2022 08:05 AKST,102776.84,-20,76.84,,102992.99
01/26/2022 08:10 AKST,102742.98,-20,76.84,,102959.07
01/26/2022 08:15 AKST,102742.98,-20,76.84,,102959.07
01/26/2022 08:20 AKST,102742.98,-19,70.49,,102951.87
01/26/2022 08:25 AKST,102742.98,-19,70.49,,102951.87
01/26/2022 08:30 AKST,102742.98,-20,76.84,,102959.07
01/26/2022 08:35 AKST,102776.84,-19,70.49,,102985.8
01/26/2022 08:40 AKST,102776.84,-19,77.02,,102985.8
01/26/2022 08:45 AKST,102776.84,-19,77.02,,102985.8
01/26/2022 08:50 AKST,102776.84,-18,70.72,,102978.66
01/26/2022 08:53 AKST,102776.84,-18.9,77.02,102930,102985.08
01/26/2022 08:55 AKST,102776.84,-19,77.02,,102985.8
01/26/2022 09:00 AKST,102776.84,-19,77.02,,102985.8
01/26/2022 09:05 AKST,102776.84,-18,70.72,,102978.66
01/26/2022 09:10 AKST,102776.84,-19,70.49,,102985.8
01/26/2022 09:15 AKST,102776.84,-19,70.49,,102985.8
01/26/2022 09:20 AKST,102776.84,-18,70.72,,102978.66
01/26/2022 09:25 AKST,102776.84,-18,70.72,,102978.66
01/26/2022 09:30 AKST,102776.84,-18,70.72,,102978.66
01/26/2022 09:35 AKST,102776.84,-18,70.72,,102978.66
01/26/2022 09:40 AKST,102810.71,-18,70.72,,103012.6
01/26/2022 09:45 AKST,102810.71,-19,77.02,,103019.73
01/26/2022 09:50 AKST,102810.71,-18,70.72,,103012.6
01/26/2022 09:53 AKST,102810.71,-18.3,70.72,102980,103014.73
01/26/2022 09:55 AKST,102810.71,-18,70.72,,103012.6
01/26/2022 10:00 AKST,102810.71,-18,77.21,,103012.6
01/26/2022 10:05 AKST,102810.71,-18,77.21,,103012.6
01/26/2022 10:10 AKST,102810.71,-18,77.21,,103012.6
01/26/2022 10:15 AKST,102810.71,-18,70.72,,103012.6
01/26/2022 10:20 AKST,102810.71,-18,70.72,,103012.6
01/26/2022 10:25 AKST,102810.71,-18,70.72,,103012.6
01/26/2022 10:30 AKST,102810.71,-18,70.72,,103012.6
01/26/2022 10:35 AKST,102844.57,-18,70.72,,103046.53
01/26/2022 10:40 AKST,102844.57,-18,70.72,,103046.53
01/26/2022 10:45 AKST,102810.71,-18,70.72,,103012.6
01/26/2022 10:50 AKST,102810.71,-18,77.21,,103012.6
01/26/2022 10:53 AKST,102810.71,-17.8,77.21,102970,103011.17
01/26/2022 10:55 AKST,102810.71,-18,77.21,,103012.6
01/26/2022 11:00 AKST,102844.57,-18,77.21,,103046.53
01/26/2022 11:05 AKST,102810.71,-18,70.72,,103012.6
01/26/2022 11:10 AKST,102810.71,-18,70.72,,103012.6
01/26/2022 11:15 AKST,102810.71,-18,70.72,,103012.6
01/26/2022 11:20 AKST,102844.57,-19,77.02,,103053.67
01/26/2022 11:25 AKST,102810.71,-18,77.21,,103012.6
01/26/2022 11:30 AKST,102844.57,-18,77.21,,103046.53
01/26/2022 11:35 AKST,102810.71,-18,70.72,,103012.6
01/26/2022 11:40 AKST,102844.57,-18,70.72,,103046.53
01/26/2022 11:45 AKST,102844.57,-18,70.72,,103046.53
01/26/2022 11:50 AKST,102810.71,-18,70.72,,103012.6
01/26/2022 11:53 AKST,102810.71,-18.3,70.72,102970,103014.73
01/26/2022 11:55 AKST,102810.71,-18,70.72,,103012.6
01/26/2022 12:00 AKST,102810.71,-18,70.72,,103012.6
01/26/2022 12:05 AKST,102810.71,-18,70.72,,103012.6
01/26/2022 12:10 AKST,102810.71,-17,64.98,,103005.51
01/26/2022 12:15 AKST,102810.71,-18,70.72,,103012.6
01/26/2022 12:20 AKST,102810.71,-18,70.72,,103012.6
01/26/2022 12:25 AKST,102810.71,-18,70.72,,103012.6
01/26/2022 12:30 AKST,102810.71,-18,77.21,,103012.6
01/26/2022 12:35 AKST,102810.71,-18,77.21,,103012.6
01/26/2022 12:40 AKST,102810.71,-18,77.21,,103012.6
01/26/2022 12:45 AKST,102810.71,-17,70.94,,103005.51
01/26/2022 12:50 AKST,102810.71,-18,77.21,,103012.6
01/26/2022 12:53 AKST,102810.71,-17.8,77.21,102970,103011.17
01/26/2022 12:55 AKST,102810.71,-18,77.21,,103012.6
01/26/2022 13:00 AKST,102810.71,-17,70.94,,103005.51
01/26/2022 13:05 AKST,102810.71,-18,77.21,,103012.6
01/26/2022 13:10 AKST,102810.71,-18,70.72,,103012.6
01/26/2022 13:15 AKST,102810.71,-18,77.21,,103012.6
01/26/2022 13:20 AKST,102810.71,-17,70.94,,103005.51
01/26/2022 13:25 AKST,102810.71,-17,70.94,,103005.51
01/26/2022 13:30 AKST,102810.71,-17,70.94,,103005.51
01/26/2022 13:35 AKST,102810.71,-17,70.94,,103005.51
01/26/2022 13:40 AKST,102776.84,-18,77.21,,102978.66
01/26/2022 13:45 AKST,102776.84,-17,70.94,,102971.58
01/26/2022 13:50 AKST,102776.84,-17,70.94,,102971.58
01/26/2022 13:53 AKST,102776.84,-17.8,77.21,102950,102977.24
01/26/2022 13:55 AKST,102776.84,-18,70.72,,102978.66
01/26/2022 14:00 AKST,102776.84,-18,70.72,,102978.66
01/26/2022 14:05 AKST,102776.84,-18,70.72,,102978.66
01/26/2022 14:10 AKST,102776.84,-18,70.72,,102978.66
01/26/2022 14:15 AKST,102742.98,-18,77.21,,102944.74
01/26/2022 14:20 AKST,102742.98,-18,77.21,,102944.74
01/26/2022 14:25 AKST,102742.98,-19,77.02,,102951.87
01/26/2022 14:30 AKST,102742.98,-19,77.02,,102951.87
01/26/2022 14:35 AKST,102742.98,-19,70.49,,102951.87
01/26/2022 14:40 AKST,102742.98,-19,70.49,,102951.87
01/26/2022 14:45 AKST,102742.98,-18,70.72,,102944.74
01/26/2022 14:50 AKST,102709.12,-20,83.96,,102925.13
01/26/2022 14:53 AKST,102709.12,-19.4,77.02,102880,102920.81
01/26/2022 14:55 AKST,102709.12,-19,77.02,,102917.94
01/26/2022 15:00 AKST,102709.12,-19,77.02,,102917.94
01/26/2022 15:05 AKST,102709.12,-18,70.72,,102910.81
01/26/2022 15:10 AKST,102709.12,-18,70.72,,102910.81
01/26/2022 15:15 AKST,102709.12,-18,70.72,,102910.81
01/26/2022 15:20 AKST,102709.12,-18,70.72,,102910.81
01/26/2022 15:25 AKST,102709.12,-17,70.94,,102903.73
01/26/2022 15:30 AKST,102709.12,-18,77.21,,102910.81
01/26/2022 15:35 AKST,102709.12,-18,77.21,,102910.81
01/26/2022 15:40 AKST,102709.12,-18,77.21,,102910.81
01/26/2022 15:45 AKST,102709.12,-18,70.72,,102910.81
01/26/2022 15:50 AKST,102709.12,-19,70.49,,102917.94
01/26/2022 15:53 AKST,102709.12,-18.9,70.49,102860,102917.22
01/26/2022 15:55 AKST,102709.12,-19,70.49,,102917.94
01/26/2022 16:00 AKST,102709.12,-19,70.49,,102917.94
01/26/2022 16:05 AKST,102709.12,-19,77.02,,102917.94
01/26/2022 16:10 AKST,102709.12,-19,70.49,,102917.94
01/26/2022 16:15 AKST,102709.12,-19,70.49,,102917.94
01/26/2022 16:20 AKST,102709.12,-20,76.84,,102925.13
01/26/2022 16:25 AKST,102709.12,-21,76.65,,102932.37
01/26/2022 16:30 AKST,102675.25,-20,70.26,,102891.19
01/26/2022 16:35 AKST,102675.25,-21,76.65,,102898.43
01/26/2022 16:40 AKST,102675.25,-21,76.65,,102898.43
01/26/2022 16:45 AKST,102675.25,-22,76.46,,102905.74
01/26/2022 16:50 AKST,102675.25,-22,76.46,,102905.74
01/26/2022 16:53 AKST,102675.25,-22.2,69.8,102830,102907.2
01/26/2022 16:55 AKST,102675.25,-22,69.8,,102905.74
01/26/2022 17:00 AKST,102675.25,-22,69.8,,102905.74
01/26/2022 17:05 AKST,102641.39,-22,69.8,,102871.8
01/26/2022 17:10 AKST,102641.39,-22,69.8,,102871.8
01/26/2022 17:15 AKST,102641.39,-22,69.8,,102871.8
01/26/2022 17:20 AKST,102641.39,-21,76.65,,102864.5
01/26/2022 17:25 AKST,102641.39,-22,69.8,,102871.8
01/26/2022 17:30 AKST,102641.39,-23,76.27,,102879.16
01/26/2022 17:35 AKST,102641.39,-23,76.27,,102879.16
01/26/2022 17:40 AKST,102641.39,-23,69.56,,102879.16
01/26/2022 17:45 AKST,102641.39,-23,69.56,,102879.16
01/26/2022 17:50 AKST,102607.53,-22,69.8,,102837.86
01/26/2022 17:53 AKST,102607.53,-22.2,69.8,102790,102839.33
01/26/2022 17:55 AKST,102641.39,-22,69.8,,102871.8
01/26/2022 18:00 AKST,102641.39,-23,76.27,,102879.16
01/26/2022 18:05 AKST,102641.39,-23,76.27,,102879.16
01/26/2022 18:10 AKST,102641.39,-23,69.56,,102879.16
01/26/2022 18:15 AKST,102641.39,-23,69.56,,102879.16
01/26/2022 18:20 AKST,102607.53,-24,69.32,,102852.63
01/26/2022 18:25 AKST,102607.53,-24,69.32,,102852.63
01/26/2022 18:30 AKST,102607.53,-23,63.39,,102845.22
01/26/2022 18:35 AKST,102607.53,-23,69.56,,102845.22
01/26/2022 18:40 AKST,102607.53,-23,69.56,,102845.22
01/26/2022 18:45 AKST,102607.53,-23,69.56,,102845.22
01/26/2022 18:50 AKST,102607.53,-23,69.56,,102845.22
01/26/2022 18:53 AKST,102607.53,-22.8,69.56,102770,102843.74
01/26/2022 18:55 AKST,102607.53,-23,69.56,,102845.22
01/26/2022 19:00 AKST,102607.53,-24,69.32,,102852.63
01/26/2022 19:05 AKST,102607.53,-24,69.32,,102852.63
01/26/2022 19:10 AKST,102573.66,-24,69.32,,102818.68
01/26/2022 19:15 AKST,102573.66,-24,69.32,,102818.68
01/26/2022 19:20 AKST,102573.66,-24,76.07,,102818.68
01/26/2022 19:25 AKST,102573.66,-23,69.56,,102811.27
01/26/2022 19:30 AKST,102573.66,-23,69.56,,102811.27
01/26/2022 19:35 AKST,102573.66,-24,69.32,,102818.68
01/26/2022 19:40 AKST,102573.66,-24,69.32,,102818.68
01/26/2022 19:45 AKST,102573.66,-24,63.12,,102818.68
01/26/2022 19:50 AKST,102573.66,-24,63.12,,102818.68
01/26/2022 19:53 AKST,102573.66,-25,69.08,102750,102826.16
01/26/2022 19:55 AKST,102573.66,-25,62.84,,102826.16
01/26/2022 20:00 AKST,102573.66,-25,69.08,,102826.16
01/26/2022 20:05 AKST,102573.66,-24,63.12,,102818.68
01/26/2022 20:10 AKST,102573.66,-25,75.87,,102826.16
